blockType,targetLineLoc,lineSpecs_1,lineSpecs_2,lineSpecs_3,lineSpecs_4,flashLoc,timeIntervalType,distIntervalType,delay,timeInterval,distInterval,targetInterval,fixOn,fixOff,lineOn,lineOff,setOn,setOff,tarOn,saccadeOn,saccadeInRect,feedBackOn,feedBackOff,prodDist_1,prodDist_2,prodDist_3,prodDist_4,RT,blockNum
space,downright,1920,1080,960,540,left,inter,short,0.584,0.8,6,6,181.575635910034,182.576074838638,182.576074838638,183.158985853195,183.158985853195,183.175647974014,183.975655794144,184.528200864792,184.628255844116,184.742331981659,185.042457818985,262.349480655099,12.065873842068,1182.5,679,0.552545070648193,9
space,downright,1920,1080,960,540,left,inter,short,0.598,0.8,6,6,186.042469978333,187.042577028275,187.042577028275,187.64278793335,187.64278793335,187.659468889236,188.45904302597,188.859091997147,188.959147930145,189.075716972351,189.375713825226,250.53266541597,10.5351905836926,1173,671.900024414062,0.400048971176147,9
space,downright,1920,1080,960,540,left,inter,inter,0.853,0.8,8,8,190.376160860062,191.376165866852,191.376165866852,192.225744009018,192.225744009018,192.242416858673,193.042518854141,193.295958995819,193.396014928818,193.509096860886,193.809098958969,285.290932183849,19.3381154779191,1198.59997558594,696.400024414062,0.253440141677856,9
space,downright,1920,1080,960,540,left,long,short,0.789,1.6,6,6,194.809515953064,195.80911898613,195.80911898613,196.59245800972,196.59245800972,196.609124898911,198.209146022797,198.514843940735,198.614897966385,198.725817918777,199.025816917419,197.365569013523,21.5932719629922,1120.40002441406,655,0.305697917938232,9
space,downright,1920,1080,960,540,left,long,short,0.991,1.6,6,6,200.026256799698,201.026285886765,201.026285886765,202.009184837341,202.009184837341,202.025851011276,203.625869989395,203.88654589653,203.986601829529,204.092544794083,204.392663955688,213.039577020224,17.8073324756392,1136.30004882812,659.599975585938,0.26067590713501,9
space,downright,1920,1080,960,540,left,long,inter,0.89,1.6,8,8,205.392673969269,206.393009901047,206.393009901047,207.275906801224,207.275906801224,207.292574882507,208.8927090168,209.224311828613,209.324365854263,209.425931930542,209.725935935974,323.534848302942,26.4032821183357,1228.09997558594,721.099975585938,0.331602811813354,9
space,downright,1920,1080,960,540,left,inter,short,0.902,0.8,6,6,210.72594499588,211.726384878159,211.726384878159,212.625965833664,212.625965833664,212.642632007599,213.44263792038,213.772282838821,213.872334957123,213.975978851318,214.275979995728,207.971809683546,24.9870051184765,1127.69995117188,663,0.329644918441772,9
space,downright,1920,1080,960,540,left,short,inter,0.509,0.4,8,8,215.27642083168,216.276413917542,216.276413917542,216.792671918869,216.792671918869,216.80933880806,217.209347009659,217.56801199913,217.668068885803,217.776017904282,218.076018810272,353.357623807291,11.0689867128634,1262.40002441406,722.799987792969,0.358664989471436,9
space,downright,1920,1080,960,540,left,inter,long,0.717,0.8,12,12,219.076470851898,220.076463937759,220.076463937759,220.79271697998,220.79271697998,220.809386968613,221.609395027161,221.856942892075,221.956998825073,222.059396028519,222.359400987625,435.23117029818,22.4975302528402,1327.80004882812,772.700012207031,0.24754786491394,9
space,downright,1920,1080,960,540,left,short,short,0.96,0.4,6,6,223.35940694809,224.359857797623,224.359857797623,225.326100826263,225.326100826263,225.342763900757,225.742771863937,226.189810991287,226.289865016937,226.392874956131,226.69277882576,185.476134455728,41.3725879786937,1097.30004882812,664.700012207031,0.447039127349854,9
space,downright,1920,1080,960,540,left,long,short,0.93,1.6,6,6,227.692789793015,228.693230867386,228.693230867386,229.626146793365,229.626146793365,229.642808914185,231.242878913879,231.495584011078,231.595640897751,231.709550857544,232.009553909302,168.635542325028,8.17100736135538,1102.80004882812,629.700012207031,0.252705097198486,9
space,downright,1920,1080,960,540,left,short,long,0.521,0.4,12,12,233.00994181633,234.009950876236,234.009950876236,234.526612997055,234.526612997055,234.543273925781,234.942864894867,235.436592817307,235.536647796631,235.642874956131,235.942876815796,308.454195652176,18.2922008948326,1219.40002441406,706.900024414062,0.493727922439575,9
space,downright,1920,1080,960,540,left,inter,long,0.621,0.8,12,12,236.943302869797,237.942901849747,237.942901849747,238.559572935104,238.559572935104,238.576241970062,239.376251935959,239.74334192276,239.84339594841,239.959589958191,240.259593009949,413.766507341591,49.450993099067,1293.80004882812,784.5,0.367089986801147,9
space,downright,1920,1080,960,540,left,short,inter,0.885,0.4,8,8,241.260025024414,242.260036945343,242.260036945343,243.142951965332,243.142951965332,243.15962100029,243.559746026993,244.030339002609,244.130400896072,244.242968797684,244.542971849442,279.769733075121,23.0695282974527,1191.69995117188,696.799987792969,0.470592975616455,9
space,downright,1920,1080,960,540,left,short,inter,0.803,0.4,8,8,245.543416023254,246.543403863907,246.543403863907,247.342998981476,247.342998981476,247.359669923782,247.75967001915,248.214031934738,248.314086914062,248.426344871521,248.726346969604,371.446625112705,40.599087298114,1261.90002441406,756.400024414062,0.454361915588379,9
space,downright,1920,1080,960,540,left,long,long,0.909,1.6,12,12,249.726360797882,250.726804018021,250.726804018021,251.643041849136,251.643041849136,251.65971493721,253.259730815887,253.65896987915,253.759027004242,253.876452922821,254.176456928253,401.612705513027,40.1469814267677,1288.59997558594,770.900024414062,0.399239063262939,9
space,upright,1920,0,960,540,left,long,inter,0.57,1.6,8,8,10.036719083786,11.0371630191803,11.0371630191803,11.6038389205933,11.6038389205933,11.6205079555511,13.220085144043,13.6169581413269,13.7170150279999,13.8200919628143,14.1201441287994,225.623142559664,26.5558304459509,1168.30004882812,453.299987792969,0.396872997283936,10
space,upright,1920,0,960,540,left,long,long,0.97,1.6,12,12,15.1205201148987,16.1205239295959,16.1205239295959,17.0867919921875,17.0867919921875,17.1034541130066,18.7034721374512,19.0528609752655,19.1529190540314,19.2701480388641,19.5701510906219,363.725531240819,9.36398435730697,1281.5,369.899993896484,0.349388837814331,10
space,upright,1920,0,960,540,left,short,long,0.644,0.4,12,12,20.5701620578766,21.5706031322479,21.5706031322479,22.220183134079,22.220183134079,22.2368431091309,22.6368489265442,23.0815320014954,23.1815860271454,23.2868540287018,23.5868580341339,455.583408153403,7.71346212241444,1360.80004882812,323.399993896484,0.444683074951172,10
space,upright,1920,0,960,540,left,long,short,0.954,1.6,6,6,24.5868709087372,25.58731508255,25.58731508255,26.5368869304657,26.5368869304657,26.5535569190979,28.1535699367523,28.4154050350189,28.5154640674591,28.6202960014343,28.9202489852905,155.99912772693,41.45431813408,1111.40002441406,502.399993896484,0.261835098266602,10
space,upright,1920,0,960,540,left,long,inter,0.662,1.6,8,8,29.9206869602203,30.9206819534302,30.9206819534302,31.5873770713806,31.5873770713806,31.6040360927582,33.2036249637604,33.5192720890045,33.6193270683289,33.7370851039886,34.0370190143585,248.382924909256,60.7760224149042,1199.69995117188,474.899993896484,0.315647125244141,10
space,upright,1920,0,960,540,left,long,short,0.703,1.6,6,6,35.0374140739441,36.0374100208282,36.0374100208282,36.7369980812073,36.7369980812073,36.7536599636078,38.3536789417267,38.6102039813995,38.7102599143982,38.8203499317169,39.1203510761261,236.333812354091,42.0154174947223,1183.30004882812,462.600006103516,0.256525039672852,10
space,upright,1920,0,960,540,left,short,inter,0.705,0.4,8,8,40.1207809448242,41.120796918869,41.120796918869,41.8203790187836,41.8203790187836,41.8370480537415,42.2370541095734,42.7040450572968,42.8041040897369,42.920392036438,43.2205140590668,268.526098482827,37.6847233478856,1210.19995117188,442.5,0.466990947723389,10
space,upright,1920,0,960,540,left,long,long,0.885,1.6,12,12,44.2208631038666,45.2208659648895,45.2208659648895,46.1037631034851,46.1037631034851,46.1204240322113,47.7205650806427,48.0537779331207,48.153834104538,48.2704529762268,48.5704569816589,446.823720246699,28.9145477023189,1362.80004882812,346.600006103516,0.333212852478027,10
space,upright,1920,0,960,540,left,inter,short,0.649,0.8,6,6,49.5704619884491,50.5708830356598,50.5708830356598,51.2206001281738,51.2206001281738,51.2372670173645,52.0371530056,52.4086301326752,52.5086860656738,52.6205470561981,52.920501947403,202.797458402519,31.3549352677306,1150,469.100006103516,0.371477127075195,10
space,upright,1920,0,960,540,left,short,short,0.721,0.4,6,6,53.9209461212158,54.9209370613098,54.9209370613098,55.637619972229,55.637619972229,55.6542780399323,56.0538680553436,56.3186249732971,56.4186811447144,56.5205359458923,56.8205420970917,149.305114028944,39.6621462555426,1104.90002441406,504,0.264756917953491,10
space,upright,1920,0,960,540,left,long,short,0.689,1.6,6,6,57.82097697258,58.8205580711365,58.8205580711365,59.5039000511169,59.5039000511169,59.5205719470978,61.1206350326538,61.3883440494537,61.4884030818939,61.6039741039276,61.9039769172668,267.966981531159,41.8356124827911,1211.19995117188,446.700012207031,0.267709016799927,10
space,upright,1920,0,960,540,left,inter,inter,0.738,0.8,8,8,62.9043760299683,63.9043650627136,63.9043650627136,64.6377060413361,64.6377060413361,64.6543869972229,65.4539620876312,65.7111840248108,65.8112390041351,65.9206371307373,66.2207551002502,254.469167538592,48.8082234293811,1201.59997558594,460.100006103516,0.257221937179565,10
space,upright,1920,0,960,540,left,short,long,0.503,0.4,12,12,67.2210941314697,68.221118927002,68.221118927002,68.7207860946655,68.7207860946655,68.7374510765076,69.1373360157013,69.5440521240234,69.6441080570221,69.754007101059,70.0540099143982,379.131773290709,11.0090539254176,1295.69995117188,363.799987792969,0.406716108322144,10
